1	1.0000000000000000e+00
2	5.0000000000000000e-01
3	3.3333333333333331e-01
4	2.5000000000000000e-01
5	2.0000000000000001e-01
6	1.6666666666666666e-01
7	1.4285714285714285e-01
8	1.2500000000000000e-01
9	1.1111111111111110e-01
10	1.0000000000000001e-01
11	9.0909090909090912e-02
12	8.3333333333333329e-02
13	7.6923076923076927e-02
14	7.1428571428571425e-02
15	6.6666666666666666e-02
16	6.2500000000000000e-02
17	5.8823529411764705e-02
18	5.5555555555555552e-02
19	5.2631578947368418e-02
20	5.0000000000000003e-02
21	4.7619047619047616e-02
22	4.5454545454545456e-02
23	4.3478260869565216e-02
24	4.1666666666666664e-02
25	4.0000000000000001e-02
26	3.8461538461538464e-02
27	3.7037037037037035e-02
28	3.5714285714285712e-02
29	3.4482758620689655e-02
30	3.3333333333333333e-02
31	3.2258064516129031e-02
32	3.1250000000000000e-02
33	3.0303030303030304e-02
34	2.9411764705882353e-02
35	2.8571428571428571e-02
36	2.7777777777777776e-02
37	2.7027027027027029e-02
38	2.6315789473684209e-02
39	2.5641025641025640e-02
40	2.5000000000000001e-02
41	2.4390243902439025e-02
42	2.3809523809523808e-02
43	2.3255813953488372e-02
44	2.2727272727272728e-02
45	2.2222222222222223e-02
46	2.1739130434782608e-02
47	2.1276595744680851e-02
48	2.0833333333333332e-02
49	2.0408163265306121e-02
50	2.0000000000000000e-02
51	1.9607843137254902e-02
52	1.9230769230769232e-02
53	1.8867924528301886e-02
54	1.8518518518518517e-02
55	1.8181818181818181e-02
56	1.7857142857142856e-02
57	1.7543859649122806e-02
58	1.7241379310344827e-02
59	1.6949152542372881e-02
60	1.6666666666666666e-02
61	1.6393442622950821e-02
62	1.6129032258064516e-02
63	1.5873015873015872e-02
64	1.5625000000000000e-02
65	1.5384615384615385e-02
66	1.5151515151515152e-02
67	1.4925373134328358e-02
68	1.4705882352941176e-02
69	1.4492753623188406e-02
70	1.4285714285714285e-02
71	1.4084507042253521e-02
72	1.3888888888888888e-02
73	1.3698630136986301e-02
74	1.3513513513513514e-02
75	1.3333333333333334e-02
76	1.3157894736842105e-02
77	1.2987012987012988e-02
78	1.2820512820512820e-02
79	1.2658227848101266e-02
80	1.2500000000000001e-02
81	1.2345679012345678e-02
82	1.2195121951219513e-02
83	1.2048192771084338e-02
84	1.1904761904761904e-02
85	1.1764705882352941e-02
86	1.1627906976744186e-02
87	1.1494252873563218e-02
88	1.1363636363636364e-02
89	1.1235955056179775e-02
90	1.1111111111111112e-02
91	1.0989010989010990e-02
92	1.0869565217391304e-02
93	1.0752688172043012e-02
94	1.0638297872340425e-02
95	1.0526315789473684e-02
96	1.0416666666666666e-02
97	1.0309278350515464e-02
98	1.0204081632653060e-02
99	1.0101010101010102e-02
100	1.0000000000000000e-02
101	9.9009900990099011e-03
102	9.8039215686274508e-03
103	9.7087378640776691e-03
104	9.6153846153846159e-03
105	9.5238095238095247e-03
106	9.4339622641509430e-03
107	9.3457943925233638e-03
108	9.2592592592592587e-03
109	9.1743119266055051e-03
110	9.0909090909090905e-03
111	9.0090090090090089e-03
112	8.9285714285714281e-03
113	8.8495575221238937e-03
114	8.7719298245614030e-03
115	8.6956521739130436e-03
116	8.6206896551724137e-03
117	8.5470085470085479e-03
118	8.4745762711864406e-03
119	8.4033613445378148e-03
120	8.3333333333333332e-03
121	8.2644628099173556e-03
122	8.1967213114754103e-03
123	8.1300813008130090e-03
124	8.0645161290322578e-03
125	8.0000000000000002e-03
126	7.9365079365079361e-03
127	7.8740157480314960e-03
128	7.8125000000000000e-03
129	7.7519379844961239e-03
130	7.6923076923076927e-03
131	7.6335877862595417e-03
132	7.5757575757575760e-03
133	7.5187969924812026e-03
134	7.4626865671641790e-03
135	7.4074074074074077e-03
136	7.3529411764705881e-03
137	7.2992700729927005e-03
138	7.2463768115942030e-03
139	7.1942446043165471e-03
140	7.1428571428571426e-03
141	7.0921985815602835e-03
142	7.0422535211267607e-03
143	6.9930069930069930e-03
144	6.9444444444444441e-03
145	6.8965517241379309e-03
146	6.8493150684931503e-03
147	6.8027210884353739e-03
148	6.7567567567567571e-03
149	6.7114093959731542e-03
150	6.6666666666666671e-03
151	6.6225165562913907e-03
152	6.5789473684210523e-03
153	6.5359477124183009e-03
154	6.4935064935064939e-03
155	6.4516129032258064e-03
156	6.4102564102564100e-03
157	6.3694267515923570e-03
158	6.3291139240506328e-03
159	6.2893081761006293e-03
160	6.2500000000000003e-03
161	6.2111801242236021e-03
162	6.1728395061728392e-03
163	6.1349693251533744e-03
164	6.0975609756097563e-03
165	6.0606060606060606e-03
166	6.0240963855421690e-03
167	5.9880239520958087e-03
168	5.9523809523809521e-03
169	5.9171597633136093e-03
170	5.8823529411764705e-03
171	5.8479532163742687e-03
172	5.8139534883720929e-03
173	5.7803468208092483e-03
174	5.7471264367816091e-03
175	5.7142857142857143e-03
176	5.6818181818181820e-03
177	5.6497175141242938e-03
178	5.6179775280898875e-03
179	5.5865921787709499e-03
180	5.5555555555555558e-03
181	5.5248618784530384e-03
182	5.4945054945054949e-03
183	5.4644808743169399e-03
184	5.4347826086956520e-03
185	5.4054054054054057e-03
186	5.3763440860215058e-03
187	5.3475935828877002e-03
188	5.3191489361702126e-03
189	5.2910052910052907e-03
190	5.2631578947368420e-03
191	5.2356020942408380e-03
192	5.2083333333333330e-03
193	5.1813471502590676e-03
194	5.1546391752577319e-03
195	5.1282051282051282e-03
196	5.1020408163265302e-03
197	5.0761421319796950e-03
198	5.0505050505050509e-03
199	5.0251256281407036e-03
200	5.0000000000000001e-03
