   1.0000000000000001e-01	   1.3019864408825299e-08
   1.0000000000000000e-02	   1.3512524432712780e-12
   1.0000000000000000e-03	   1.4033219031261979e-13
   1.0000000000000000e-04	   3.8038461269707113e-12
   1.0000000000000001e-05	   2.4981461343998035e-11
   1.0000000000000002e-06	   3.3613978267510447e-10
   1.0000000000000002e-07	   2.4900266293315099e-09
   1.0000000000000002e-08	   1.1387217058178578e-08
   1.0000000000000003e-09	   5.1416480850718926e-08
   1.0000000000000003e-10	   1.8308546008150017e-06
