0	0.119946	-0.0106976
0.01	0.119786	-0.0213612
0.02	0.119519	-0.0319811
0.03	0.119147	-0.0425482
0.04	0.118669	-0.0530531
0.05	0.118086	-0.0634865
0.06	0.117399	-0.0738393
0.07	0.116609	-0.0841026
0.08	0.115717	-0.0942673
0.09	0.114724	-0.104325
0.1	0.113631	-0.114266
0.11	0.11244	-0.124082
0.12	0.11115	-0.133765
0.13	0.109765	-0.143307
0.14	0.108285	-0.152699
0.15	0.106711	-0.161934
0.16	0.105046	-0.171003
0.17	0.103292	-0.179898
0.18	0.101449	-0.188613
0.19	0.0995201	-0.197139
0.2	0.0975069	-0.20547
0.21	0.0954114	-0.213599
0.22	0.0932356	-0.221519
0.23	0.0909817	-0.229223
0.24	0.0886519	-0.236705
0.25	0.0862484	-0.243959
0.26	0.0837735	-0.250978
0.27	0.0812296	-0.257758
0.28	0.0786192	-0.264293
0.29	0.0759446	-0.270576
0.3	0.0732085	-0.276604
0.31	0.0704134	-0.282372
0.32	0.0675619	-0.287874
0.33	0.0646568	-0.293108
0.34	0.0617007	-0.298068
0.35	0.0586964	-0.302751
0.36	0.0556466	-0.307153
0.37	0.0525542	-0.311271
0.38	0.0494221	-0.315102
0.39	0.0462532	-0.318644
0.4	0.0430502	-0.321893
0.41	0.0398163	-0.324848
0.42	0.0365543	-0.327506
0.43	0.0332672	-0.329867
0.44	0.0299579	-0.331928
0.45	0.0266296	-0.333688
0.46	0.0232852	-0.335146
0.47	0.0199277	-0.336303
0.48	0.0165601	-0.337157
0.49	0.0131856	-0.337708
0.5	0.00980697	-0.337958
0.51	0.00642741	-0.337905
0.52	0.00304988	-0.337551
0.53	-0.000322614	-0.336897
0.54	-0.00368707	-0.335944
0.55	-0.00704051	-0.334694
0.56	-0.01038	-0.333148
0.57	-0.0137025	-0.331309
0.58	-0.0170052	-0.329179
0.59	-0.0202851	-0.32676
0.6	-0.0235394	-0.324055
0.61	-0.0267653	-0.321068
0.62	-0.0299598	-0.317801
0.63	-0.0331204	-0.314259
0.64	-0.0362441	-0.310444
0.65	-0.0393284	-0.306362
0.66	-0.0423705	-0.302015
0.67	-0.0453678	-0.29741
0.68	-0.0483178	-0.292549
0.69	-0.051218	-0.28744
0.7	-0.0540658	-0.282085
0.71	-0.0568589	-0.276492
0.72	-0.0595948	-0.270664
0.73	-0.0622714	-0.264609
0.74	-0.0648863	-0.258332
0.75	-0.0674373	-0.251839
0.76	-0.0699224	-0.245137
0.77	-0.0723394	-0.238231
0.78	-0.0746863	-0.231129
0.79	-0.0769613	-0.223837
0.8	-0.0791625	-0.216362
0.81	-0.081288	-0.208711
0.82	-0.0833361	-0.200892
0.83	-0.0853053	-0.192912
0.84	-0.0871938	-0.184778
0.85	-0.0890003	-0.176498
0.86	-0.0907233	-0.16808
0.87	-0.0923615	-0.159531
0.88	-0.0939136	-0.15086
0.89	-0.0953783	-0.142074
0.9	-0.0967547	-0.133182
0.91	-0.0980416	-0.124191
0.92	-0.0992382	-0.11511
0.93	-0.100344	-0.105948
0.94	-0.101357	-0.0967116
0.95	-0.102278	-0.0874107
