0	0.12	-0.00107115
0.001	0.119999	-0.00214231
0.002	0.119997	-0.00321345
0.003	0.119994	-0.00428457
0.004	0.119989	-0.00535567
0.005	0.119984	-0.00642673
0.006	0.119978	-0.00749774
0.007	0.11997	-0.00856869
0.008	0.119961	-0.00963958
0.009	0.119952	-0.0107104
0.01	0.119941	-0.0117811
0.011	0.119929	-0.0128517
0.012	0.119916	-0.0139223
0.013	0.119903	-0.0149927
0.014	0.119888	-0.0160629
0.015	0.119871	-0.0171331
0.016	0.119854	-0.0182031
0.017	0.119836	-0.019273
0.018	0.119817	-0.0203426
0.019	0.119797	-0.0214122
0.02	0.119775	-0.0224815
0.021	0.119753	-0.0235507
0.022	0.119729	-0.0246196
0.023	0.119704	-0.0256883
0.024	0.119679	-0.0267568
0.025	0.119652	-0.0278251
0.026	0.119624	-0.0288932
0.027	0.119595	-0.029961
0.028	0.119565	-0.0310285
0.029	0.119534	-0.0320958
0.03	0.119502	-0.0331628
0.031	0.119469	-0.0342295
0.032	0.119435	-0.0352959
0.033	0.1194	-0.036362
0.034	0.119363	-0.0374278
0.035	0.119326	-0.0384933
0.036	0.119287	-0.0395584
0.037	0.119248	-0.0406232
0.038	0.119207	-0.0416876
0.039	0.119165	-0.0427517
0.04	0.119123	-0.0438154
0.041	0.119079	-0.0448787
0.042	0.119034	-0.0459417
0.043	0.118988	-0.0470042
0.044	0.118941	-0.0480663
0.045	0.118893	-0.049128
0.046	0.118844	-0.0501893
0.047	0.118794	-0.0512501
0.048	0.118742	-0.0523105
0.049	0.11869	-0.0533704
0.05	0.118637	-0.0544299
0.051	0.118582	-0.0554889
0.052	0.118527	-0.0565474
0.053	0.11847	-0.0576054
0.054	0.118413	-0.0586629
0.055	0.118354	-0.0597199
0.056	0.118294	-0.0607763
0.057	0.118233	-0.0618323
0.058	0.118172	-0.0628876
0.059	0.118109	-0.0639425
0.06	0.118045	-0.0649967
0.061	0.11798	-0.0660504
0.062	0.117914	-0.0671036
0.063	0.117847	-0.0681561
0.064	0.117778	-0.069208
0.065	0.117709	-0.0702593
0.066	0.117639	-0.0713101
0.067	0.117568	-0.0723601
0.068	0.117495	-0.0734096
0.069	0.117422	-0.0744584
0.07	0.117347	-0.0755065
0.071	0.117272	-0.076554
0.072	0.117195	-0.0776008
0.073	0.117118	-0.0786469
0.074	0.117039	-0.0796923
0.075	0.116959	-0.0807371
0.076	0.116879	-0.0817811
0.077	0.116797	-0.0828244
0.078	0.116714	-0.0838669
0.079	0.11663	-0.0849087
0.08	0.116545	-0.0859498
0.081	0.116459	-0.0869901
0.082	0.116372	-0.0880297
0.083	0.116284	-0.0890685
0.084	0.116195	-0.0901064
0.085	0.116105	-0.0911436
0.086	0.116014	-0.09218
0.087	0.115922	-0.0932156
0.088	0.115829	-0.0942503
0.089	0.115734	-0.0952843
0.09	0.115639	-0.0963173
0.091	0.115543	-0.0973496
0.092	0.115445	-0.0983809
0.093	0.115347	-0.0994114
0.094	0.115248	-0.100441
0.095	0.115147	-0.10147
0.096	0.115046	-0.102498
0.097	0.114943	-0.103525
0.098	0.11484	-0.104551
0.099	0.114735	-0.105576
0.1	0.11463	-0.1066
0.101	0.114523	-0.107623
0.102	0.114415	-0.108645
0.103	0.114307	-0.109667
0.104	0.114197	-0.110687
0.105	0.114086	-0.111706
0.106	0.113975	-0.112725
0.107	0.113862	-0.113742
0.108	0.113748	-0.114758
0.109	0.113633	-0.115774
0.11	0.113518	-0.116788
0.111	0.113401	-0.117801
0.112	0.113283	-0.118814
0.113	0.113164	-0.119825
0.114	0.113044	-0.120835
0.115	0.112924	-0.121844
0.116	0.112802	-0.122852
0.117	0.112679	-0.123859
0.118	0.112555	-0.124865
0.119	0.11243	-0.125869
0.12	0.112304	-0.126873
0.121	0.112177	-0.127875
0.122	0.11205	-0.128877
0.123	0.111921	-0.129877
0.124	0.111791	-0.130876
0.125	0.11166	-0.131874
0.126	0.111528	-0.132871
0.127	0.111395	-0.133866
0.128	0.111261	-0.13486
0.129	0.111126	-0.135854
0.13	0.110991	-0.136846
0.131	0.110854	-0.137836
0.132	0.110716	-0.138826
0.133	0.110577	-0.139814
0.134	0.110437	-0.140801
0.135	0.110297	-0.141787
0.136	0.110155	-0.142771
0.137	0.110012	-0.143755
0.138	0.109868	-0.144737
0.139	0.109723	-0.145717
0.14	0.109578	-0.146697
0.141	0.109431	-0.147675
0.142	0.109283	-0.148652
0.143	0.109135	-0.149627
0.144	0.108985	-0.150601
0.145	0.108834	-0.151574
0.146	0.108683	-0.152546
0.147	0.10853	-0.153516
0.148	0.108377	-0.154485
0.149	0.108222	-0.155452
0.15	0.108067	-0.156418
0.151	0.10791	-0.157383
0.152	0.107753	-0.158346
0.153	0.107595	-0.159308
0.154	0.107435	-0.160268
0.155	0.107275	-0.161227
0.156	0.107114	-0.162185
0.157	0.106952	-0.163141
0.158	0.106789	-0.164096
0.159	0.106625	-0.165049
0.16	0.106459	-0.166001
0.161	0.106293	-0.166951
0.162	0.106127	-0.1679
0.163	0.105959	-0.168847
0.164	0.10579	-0.169793
0.165	0.10562	-0.170737
0.166	0.105449	-0.17168
0.167	0.105278	-0.172621
0.168	0.105105	-0.173561
0.169	0.104931	-0.174499
0.17	0.104757	-0.175436
0.171	0.104581	-0.176371
0.172	0.104405	-0.177304
0.173	0.104228	-0.178236
0.174	0.10405	-0.179167
0.175	0.10387	-0.180095
0.176	0.10369	-0.181023
0.177	0.103509	-0.181948
0.178	0.103327	-0.182872
0.179	0.103144	-0.183794
0.18	0.102961	-0.184715
0.181	0.102776	-0.185634
0.182	0.10259	-0.186552
0.183	0.102404	-0.187467
0.184	0.102216	-0.188381
0.185	0.102028	-0.189294
0.186	0.101839	-0.190205
0.187	0.101648	-0.191114
0.188	0.101457	-0.192021
0.189	0.101265	-0.192927
0.19	0.101072	-0.193831
0.191	0.100879	-0.194733
0.192	0.100684	-0.195633
0.193	0.100488	-0.196532
0.194	0.100292	-0.197429
0.195	0.100094	-0.198324
0.196	0.0998959	-0.199218
0.197	0.0996966	-0.200109
0.198	0.0994965	-0.200999
0.199	0.0992955	-0.201887
0.2	0.0990936	-0.202774
0.201	0.0988909	-0.203658
0.202	0.0986872	-0.204541
0.203	0.0984827	-0.205422
0.204	0.0982773	-0.206301
0.205	0.098071	-0.207178
0.206	0.0978638	-0.208054
0.207	0.0976557	-0.208927
0.208	0.0974468	-0.209799
0.209	0.097237	-0.210669
0.21	0.0970263	-0.211537
0.211	0.0968148	-0.212403
0.212	0.0966024	-0.213267
0.213	0.0963891	-0.214129
0.214	0.096175	-0.21499
0.215	0.09596	-0.215848
0.216	0.0957442	-0.216705
0.217	0.0955274	-0.217559
0.218	0.0953099	-0.218412
0.219	0.0950915	-0.219263
0.22	0.0948722	-0.220112
0.221	0.0946521	-0.220959
0.222	0.0944311	-0.221803
0.223	0.0942093	-0.222646
0.224	0.0939867	-0.223487
0.225	0.0937632	-0.224326
0.226	0.0935389	-0.225163
0.227	0.0933137	-0.225998
0.228	0.0930877	-0.226831
0.229	0.0928609	-0.227662
0.23	0.0926332	-0.228491
0.231	0.0924047	-0.229318
